unit	entry	level	scc	loc	authority (under /Users/nickm/git/deeptools-src)	extract_lines (crustify-senpass/cpp/sentient.cpp)	rust_home	calls
e138_clear	138/656	0	435	6	dcc/src/Transform/Sentient/RegisterTypeAssignment.cpp:222	4252-4258	crates/compiler/deeptools/src/transform/sentient/register_type_assignment/mod.rs	-
e139_getLocale	139/656	0	432	8	dcc/src/Transform/Sentient/RegisterTypeAssignment.cpp:231	4267-4276	crates/compiler/deeptools/src/transform/sentient/register_type_assignment/mod.rs	-
e140_moveToCommonDominator	140/656	0	429	7	dcc/src/Transform/Sentient/RegisterTypeAssignment.cpp:246	4285-4293	crates/compiler/deeptools/src/transform/sentient/register_type_assignment/mod.rs	-
e141_addToWorkList	141/656	0	425	3	dcc/src/Transform/Sentient/RegisterTypeAssignment.cpp:378	4302-4305	crates/compiler/deeptools/src/transform/sentient/register_type_assignment/mod.rs	-
e142_isCopyNeeded	142/656	0	428	10	dcc/src/Transform/Sentient/RegisterTypeAssignment.cpp:382	4314-4325	crates/compiler/deeptools/src/transform/sentient/register_type_assignment/mod.rs	-
e143_updateAssignment	143/656	0	424	3	dcc/src/Transform/Sentient/RegisterTypeAssignment.cpp:394	4334-4338	crates/compiler/deeptools/src/transform/sentient/register_type_assignment/mod.rs	-
e144_printAssignments	144/656	0	440	14	dcc/src/Transform/Sentient/RegisterTypeAssignment.cpp:425	4347-4361	crates/compiler/deeptools/src/transform/sentient/register_type_assignment/mod.rs	-
e145_isCandidateForRematerialization	145/656	0	441	15	dcc/src/Transform/Sentient/RematerializationPass.cpp:60	4370-4385	crates/compiler/deeptools/src/transform/sentient/rematerialization_pass/mod.rs	-
e146_getLastUseWithinBlock	146/656	0	442	20	dcc/src/Transform/Sentient/RematerializationPass.cpp:82	4394-4414	crates/compiler/deeptools/src/transform/sentient/rematerialization_pass/mod.rs	-
e147_runOn	147/656	0	452	7	dcc/src/Transform/Sentient/ReuseLoopIteratorArguments.cpp:94	4423-4430	crates/compiler/deeptools/src/transform/sentient/reuse_loop_iterator_arguments/mod.rs	-
e148_collectResultsOfNonYieldFeedingUsers	148/656	0	455	19	dcc/src/Transform/Sentient/ReuseLoopIteratorArguments.cpp:411	4439-4460	crates/compiler/deeptools/src/transform/sentient/reuse_loop_iterator_arguments/mod.rs	-
e149_collectOpsOfInterest	149/656	0	465	18	dcc/src/Transform/Sentient/ScalarCopyInsertionForSymbols.cpp:217	4469-4488	crates/compiler/deeptools/src/transform/sentient/scalar_copy_insertion_for_symbols/mod.rs	-
e150_pessimizeLiveness	150/656	0	460	20	dcc/src/Transform/Sentient/ScalarCopyInsertionForSymbols.cpp:276	4497-4517	crates/compiler/deeptools/src/transform/sentient/scalar_copy_insertion_for_symbols/mod.rs	-
e151_insertCopyOpsForJCRCandidate	151/656	0	462	23	dcc/src/Transform/Sentient/ScalarCopyInsertionForSymbols.cpp:416	4526-4550	crates/compiler/deeptools/src/transform/sentient/scalar_copy_insertion_for_symbols/mod.rs	-
e152_clear	152/656	0	459	7	dcc/src/Transform/Sentient/ScalarCopyInsertionForSymbols.cpp:441	4559-4566	crates/compiler/deeptools/src/transform/sentient/scalar_copy_insertion_for_symbols/mod.rs	-
e153_getLocale	153/656	0	467	26	dcc/src/Transform/Sentient/ScalarCopyInsertionForSymbols.cpp:449	4575-4601	crates/compiler/deeptools/src/transform/sentient/scalar_copy_insertion_for_symbols/mod.rs	-
e154_propagateElementSizeToCopyOp	154/656	0	461	24	dcc/src/Transform/Sentient/ScalarCopyInsertionForSymbols.cpp:476	4610-4635	crates/compiler/deeptools/src/transform/sentient/scalar_copy_insertion_for_symbols/mod.rs	-
e155_dumpSymbolicLocales	155/656	0	470	10	dcc/src/Transform/Sentient/ScalarCopyInsertionForSymbols.cpp:502	4644-4654	crates/compiler/deeptools/src/transform/sentient/scalar_copy_insertion_for_symbols/mod.rs	-
e156_dumpCandidates	156/656	0	464	12	dcc/src/Transform/Sentient/ScalarCopyInsertionForSymbols.cpp:545	4663-4676	crates/compiler/deeptools/src/transform/sentient/scalar_copy_insertion_for_symbols/mod.rs	-
e157_doesImmutableImmExceedRange	157/656	0	473	18	dcc/src/Transform/Sentient/ScalarOpMergingAndHoisting.cpp:145	4685-4706	crates/compiler/deeptools/src/transform/sentient/scalar_op_merging_and_hoisting/mod.rs	-
e158_doesValueExceedLRFRange	158/656	0	474	21	dcc/src/Transform/Sentient/ScalarOpMergingAndHoisting.cpp:167	4715-4739	crates/compiler/deeptools/src/transform/sentient/scalar_op_merging_and_hoisting/mod.rs	-
e159_computeAddressScale	159/656	0	476	7	dcc/src/Transform/Sentient/ScalarOpMergingAndHoisting.cpp:266	4748-4756	crates/compiler/deeptools/src/transform/sentient/scalar_op_merging_and_hoisting/mod.rs	-
e160_MemoryOpInfo	160/656	0	477	38	dcc/src/Transform/Sentient/ScalarOpMergingAndHoisting.cpp:288	4765-4803	crates/compiler/deeptools/src/transform/sentient/scalar_op_merging_and_hoisting/mod.rs	-
e161_addSpeculativeImmutable	161/656	0	478	3	dcc/src/Transform/Sentient/ScalarOpMergingAndHoisting.cpp:389	4812-4815	crates/compiler/deeptools/src/transform/sentient/scalar_op_merging_and_hoisting/mod.rs	-
e162_addOpToBlock	162/656	0	479	4	dcc/src/Transform/Sentient/ScalarOpMergingAndHoisting.cpp:429	4824-4828	crates/compiler/deeptools/src/transform/sentient/scalar_op_merging_and_hoisting/mod.rs	-
e163_setEnablesMerging	163/656	0	480	4	dcc/src/Transform/Sentient/ScalarOpMergingAndHoisting.cpp:434	4837-4841	crates/compiler/deeptools/src/transform/sentient/scalar_op_merging_and_hoisting/mod.rs	-
e164_addUnrollCandidate	164/656	0	481	4	dcc/src/Transform/Sentient/ScalarOpMergingAndHoisting.cpp:441	4850-4854	crates/compiler/deeptools/src/transform/sentient/scalar_op_merging_and_hoisting/mod.rs	-
e165_calculateIBuffRequired	165/656	0	491	24	dcc/src/Transform/Sentient/ScalarOpMergingAndHoisting.cpp:591	4863-4888	crates/compiler/deeptools/src/transform/sentient/scalar_op_merging_and_hoisting/scalar_op_merging.rs	-
e166_isProfitableForHoisting	166/656	0	482	29	dcc/src/Transform/Sentient/ScalarOpMergingAndHoisting.cpp:837	4897-4926	crates/compiler/deeptools/src/transform/sentient/scalar_op_merging_and_hoisting/scalar_op_merging.rs	-
e167_sortBlocks	167/656	0	483	19	dcc/src/Transform/Sentient/ScalarOpMergingAndHoisting.cpp:910	4935-4954	crates/compiler/deeptools/src/transform/sentient/scalar_op_merging_and_hoisting/scalar_op_merging.rs	-
e168_unrollBurstAndIL	168/656	0	492	51	dcc/src/Transform/Sentient/ScalarOpMergingAndHoisting.cpp:1011	4963-5016	crates/compiler/deeptools/src/transform/sentient/scalar_op_merging_and_hoisting/scalar_op_merging.rs	-
e169_findFieldUnrollCandidate	169/656	0	488	8	dcc/src/Transform/Sentient/ScalarOpMergingAndHoisting.cpp:1294	5025-5034	crates/compiler/deeptools/src/transform/sentient/scalar_op_merging_and_hoisting/scalar_op_merging.rs	-
e170_addForOpResultAdjustment	170/656	0	498	28	dcc/src/Transform/Sentient/ScalarOpMergingAndHoisting.cpp:1543	5043-5073	crates/compiler/deeptools/src/transform/sentient/scalar_op_merging_and_hoisting/scalar_op_hoisting.rs	-
e171_isMergeableOpOrChain	171/656	0	494	33	dcc/src/Transform/Sentient/ScalarOpMergingAndHoisting.cpp:1592	5082-5116	crates/compiler/deeptools/src/transform/sentient/scalar_op_merging_and_hoisting/scalar_op_hoisting.rs	-
e172_addToOrReplaceOp	172/656	0	496	14	dcc/src/Transform/Sentient/ScalarOpMergingAndHoisting.cpp:1716	5125-5141	crates/compiler/deeptools/src/transform/sentient/scalar_op_merging_and_hoisting/scalar_op_hoisting.rs	-
e173_hoistCandidateOutOfLoop	173/656	0	500	22	dcc/src/Transform/Sentient/ScalarOpMergingAndHoisting.cpp:1805	5150-5174	crates/compiler/deeptools/src/transform/sentient/scalar_op_merging_and_hoisting/scalar_op_hoisting.rs	-
e174_ScalarOpReorderingPass	174/656	0	509	4	dcc/src/Transform/Sentient/ScalarOpReordering.cpp:66	5183-5191	crates/compiler/deeptools/src/transform/sentient/scalar_op_reordering/mod.rs	-
e175_runOn	175/656	0	510	9	dcc/src/Transform/Sentient/ScalarOpReordering.cpp:79	5200-5209	crates/compiler/deeptools/src/transform/sentient/scalar_op_reordering/mod.rs	-
e176_computeOpIndexing	176/656	0	512	8	dcc/src/Transform/Sentient/ScalarOpReordering.cpp:98	5218-5226	crates/compiler/deeptools/src/transform/sentient/scalar_op_reordering/mod.rs	-
e177_getLiverangeEndPt	177/656	0	513	9	dcc/src/Transform/Sentient/ScalarOpReordering.cpp:109	5235-5244	crates/compiler/deeptools/src/transform/sentient/scalar_op_reordering/mod.rs	-
e178_findAncestorInBlock	178/656	0	514	7	dcc/src/Transform/Sentient/ScalarOpReordering.cpp:374	5253-5261	crates/compiler/deeptools/src/transform/sentient/scalar_op_reordering/mod.rs	-
e179_updateCmpIPredicate	179/656	0	521	8	dcc/src/Transform/Sentient/ScalarSimplifications.cpp:63	5270-5279	crates/compiler/deeptools/src/transform/sentient/scalar_simplifications/mod.rs	-
e180_initializeDataflowInfo	180/656	0	531	16	dcc/src/Transform/Sentient/SetActiveMaskValueRE.cpp:99	5288-5304	crates/compiler/deeptools/src/transform/sentient/set_active_mask_value_re/set_active_mask_value_rde_tree.rs	-
e181_isSimplifiable	181/656	0	532	9	dcc/src/Transform/Sentient/SetActiveMaskValueRE.cpp:116	5313-5322	crates/compiler/deeptools/src/transform/sentient/set_active_mask_value_re/set_active_mask_value_rde_tree.rs	-
e182_copyTo	182/656	0	535	8	dcc/src/Transform/Sentient/SetActiveMaskValueRE.hpp:38	5331-5339	crates/compiler/deeptools/src/transform/sentient/set_active_mask_value_re/mod.rs	-
e183_print	183/656	0	536	6	dcc/src/Transform/Sentient/SetActiveMaskValueRE.hpp:55	5348-5354	crates/compiler/deeptools/src/transform/sentient/set_active_mask_value_re/mod.rs	-
e184_maskValuesAreEquivalent	184/656	0	533	6	dcc/src/Transform/Sentient/SetActiveMaskValueRE.hpp:63	5363-5369	crates/compiler/deeptools/src/transform/sentient/set_active_mask_value_re/mod.rs	-
e185_isOperationAUse	185/656	0	539	4	dcc/src/Transform/Sentient/SetMaskRE.cpp:194	5378-5382	crates/compiler/deeptools/src/transform/sentient/set_mask_re/set_mask_rde_tree.rs	-
e186_isSimplifiable	186/656	0	541	10	dcc/src/Transform/Sentient/SetMaskRE.cpp:221	5391-5401	crates/compiler/deeptools/src/transform/sentient/set_mask_re/set_mask_rde_tree.rs	-
e187_copyTo	187/656	0	544	6	dcc/src/Transform/Sentient/SetMaskRE.cpp:243	5410-5416	crates/compiler/deeptools/src/transform/sentient/set_mask_re/set_mask_gen_value.rs	-
e188_print	188/656	0	174	5	dcc/src/Transform/Sentient/SetMaskRE.cpp:252	5425-5430	crates/compiler/deeptools/src/transform/sentient/set_mask_re/set_mask_gen_value.rs	-
e189_maskValuesAreEquivalent	189/656	0	542	13	dcc/src/Transform/Sentient/SetMaskRE.cpp:258	5439-5453	crates/compiler/deeptools/src/transform/sentient/set_mask_re/set_mask_gen_value.rs	-
e190_isEqual	190/656	0	545	5	dcc/src/Transform/Sentient/SetMaskRE.cpp:276	5462-5467	crates/compiler/deeptools/src/transform/sentient/set_mask_re/incr_mask_gen_value.rs	-
e191_copyTo	191/656	0	546	5	dcc/src/Transform/Sentient/SetMaskRE.cpp:282	5476-5481	crates/compiler/deeptools/src/transform/sentient/set_mask_re/incr_mask_gen_value.rs	-
e192_print	192/656	0	172	5	dcc/src/Transform/Sentient/SetMaskRE.cpp:290	5490-5495	crates/compiler/deeptools/src/transform/sentient/set_mask_re/incr_mask_gen_value.rs	-
e193_deadIncrMaskOptimization	193/656	0	173	31	dcc/src/Transform/Sentient/SetMaskRE.cpp:346	5504-5535	crates/compiler/deeptools/src/transform/sentient/set_mask_re/set_mask_rde_tree_optimizer.rs	-
e194_absorbIncrMask	194/656	0	175	58	dcc/src/Transform/Sentient/SetMaskRE.cpp:378	5544-5602	crates/compiler/deeptools/src/transform/sentient/set_mask_re/set_mask_rde_tree_optimizer.rs	-
e195_determineOptimizationMode	195/656	0	550	22	dcc/src/Transform/Sentient/SetSendDestinationRE.cpp:184	5611-5633	crates/compiler/deeptools/src/transform/sentient/set_send_destination_re/mod.rs	-
e196_isOperationAUse	196/656	0	558	5	dcc/src/Transform/Sentient/SetSendDestinationRE.cpp:225	5642-5647	crates/compiler/deeptools/src/transform/sentient/set_send_destination_re/set_send_dst_rde_tree.rs	-
e197_isSimplifiable	197/656	0	562	10	dcc/src/Transform/Sentient/SetSendDestinationRE.cpp:308	5656-5666	crates/compiler/deeptools/src/transform/sentient/set_send_destination_re/set_send_dst_rde_tree.rs	-
e198_isEqual	198/656	0	563	24	dcc/src/Transform/Sentient/SetSendDestinationRE.cpp:322	5675-5699	crates/compiler/deeptools/src/transform/sentient/set_send_destination_re/set_dst_gen_value_lxlu.rs	-
e199_copyTo	199/656	0	564	22	dcc/src/Transform/Sentient/SetSendDestinationRE.cpp:347	5708-5730	crates/compiler/deeptools/src/transform/sentient/set_send_destination_re/set_dst_gen_value_lxlu.rs	-
e200_print	200/656	0	552	19	dcc/src/Transform/Sentient/SetSendDestinationRE.cpp:370	5739-5758	crates/compiler/deeptools/src/transform/sentient/set_send_destination_re/set_dst_gen_value_lxlu.rs	-
e201_print	201/656	0	551	16	dcc/src/Transform/Sentient/SetSendDestinationRE.cpp:393	5767-5783	crates/compiler/deeptools/src/transform/sentient/set_send_destination_re/simple_set_dst_gen_value_lxlu.rs	-
e202_print	202/656	0	548	1	dcc/src/Transform/Sentient/SetSendDestinationRE.cpp:413	5792-5793	crates/compiler/deeptools/src/transform/sentient/set_send_destination_re/composite_set_dst_gen_value_lxlu.rs	-
e203_isEqual	203/656	0	565	35	dcc/src/Transform/Sentient/SetSendDestinationRE.cpp:418	5802-5837	crates/compiler/deeptools/src/transform/sentient/set_send_destination_re/set_dst_gen_value_sfp.rs	-
e204_copyTo	204/656	0	566	23	dcc/src/Transform/Sentient/SetSendDestinationRE.cpp:454	5846-5869	crates/compiler/deeptools/src/transform/sentient/set_send_destination_re/set_dst_gen_value_sfp.rs	-
e205_print	205/656	0	554	19	dcc/src/Transform/Sentient/SetSendDestinationRE.cpp:478	5878-5897	crates/compiler/deeptools/src/transform/sentient/set_send_destination_re/set_dst_gen_value_sfp.rs	-
e206_print	206/656	0	553	4	dcc/src/Transform/Sentient/SetSendDestinationRE.cpp:501	5906-5910	crates/compiler/deeptools/src/transform/sentient/set_send_destination_re/simple_set_dst_gen_value_sfp.rs	-
e207_print	207/656	0	549	1	dcc/src/Transform/Sentient/SetSendDestinationRE.cpp:509	5919-5920	crates/compiler/deeptools/src/transform/sentient/set_send_destination_re/composite_set_dst_gen_value_sfp.rs	-
e208_runOnOperation	208/656	0	567	51	dcc/src/Transform/Sentient/SimplifyUniformRegions.cpp:55	5929-5980	crates/compiler/deeptools/src/transform/sentient/simplify_uniform_regions/mod.rs	-
e209_region_	209/656	0	568	3	dcc/src/Transform/Sentient/SinkScalarCopy.cpp:89	5989-5992	crates/compiler/deeptools/src/transform/sentient/sink_scalar_copy/mod.rs	-
e210_isUniformLocalRegion	210/656	0	569	4	dcc/src/Transform/Sentient/SinkScalarCopy.cpp:94	6001-6005	crates/compiler/deeptools/src/transform/sentient/sink_scalar_copy/mod.rs	-
e211_dump	211/656	0	570	5	dcc/src/Transform/Sentient/SinkScalarCopy.cpp:100	6014-6019	crates/compiler/deeptools/src/transform/sentient/sink_scalar_copy/mod.rs	-
e212_op_	212/656	0	571	3	dcc/src/Transform/Sentient/SinkScalarCopy.cpp:116	6028-6031	crates/compiler/deeptools/src/transform/sentient/sink_scalar_copy/mod.rs	-
e213_addRegion	213/656	0	572	12	dcc/src/Transform/Sentient/SinkScalarCopy.cpp:125	6040-6052	crates/compiler/deeptools/src/transform/sentient/sink_scalar_copy/mod.rs	-
e214_sinkCopyOps	214/656	0	575	16	dcc/src/Transform/Sentient/SinkScalarCopy.cpp:215	6061-6077	crates/compiler/deeptools/src/transform/sentient/sink_scalar_copy/mod.rs	-
e215_clear	215/656	0	574	5	dcc/src/Transform/Sentient/SinkScalarCopy.cpp:232	6086-6091	crates/compiler/deeptools/src/transform/sentient/sink_scalar_copy/mod.rs	-
e216_clean	216/656	0	579	4	dcc/src/Transform/Sentient/SmartRegisterAllocation.cpp:59	6100-6104	crates/compiler/deeptools/src/transform/sentient/smart_register_allocation/mod.rs	-
e217_isKnownToHaveSameValues	217/656	0	581	46	dcc/src/Transform/Sentient/SmartRegisterAllocation.cpp:87	6113-6160	crates/compiler/deeptools/src/transform/sentient/smart_register_allocation/mod.rs	-
e218_runOn	218/656	0	583	36	dcc/src/Transform/Sentient/SpecializedCanonicalization.cpp:65	6169-6205	crates/compiler/deeptools/src/transform/sentient/specialized_canonicalization/mod.rs	-
e219_runOn	219/656	0	585	35	dcc/src/Transform/Sentient/SpecializedCanonicalization.cpp:102	6214-6249	crates/compiler/deeptools/src/transform/sentient/specialized_canonicalization/mod.rs	-
e220_runOn	220/656	0	584	31	dcc/src/Transform/Sentient/SpecializedCanonicalization.cpp:138	6258-6289	crates/compiler/deeptools/src/transform/sentient/specialized_canonicalization/mod.rs	-
e221_initialize	221/656	0	63	20	dcc/src/Transform/Sentient/SpecializedCanonicalization.cpp:193	6298-6318	crates/compiler/deeptools/src/transform/sentient/specialized_canonicalization/mod.rs	-
e222_clear	222/656	0	586	7	dcc/src/Transform/Sentient/SpecializedCanonicalization.cpp:214	6327-6334	crates/compiler/deeptools/src/transform/sentient/specialized_canonicalization/mod.rs	-
e223_appendToVector	223/656	0	589	4	dcc/src/Transform/Sentient/StoreAndForwardFusion.cpp:94	6343-6348	crates/compiler/deeptools/src/transform/sentient/store_and_forward_fusion/mod.rs	-
e224_findFusibleOp	224/656	0	591	29	dcc/src/Transform/Sentient/StoreAndForwardFusion.cpp:117	6357-6388	crates/compiler/deeptools/src/transform/sentient/store_and_forward_fusion/mod.rs	-
e225_isOpTrivialMacOp	225/656	0	592	31	dcc/src/Transform/Sentient/StoreAndForwardFusion.cpp:150	6397-6428	crates/compiler/deeptools/src/transform/sentient/store_and_forward_fusion/mod.rs	-
e226_isOpTrivialBinaryOp	226/656	0	593	21	dcc/src/Transform/Sentient/StoreAndForwardFusion.cpp:183	6437-6459	crates/compiler/deeptools/src/transform/sentient/store_and_forward_fusion/mod.rs	-
e227_fillOperandForFusibleOp	227/656	0	596	27	dcc/src/Transform/Sentient/StoreAndForwardFusion.cpp:350	6468-6498	crates/compiler/deeptools/src/transform/sentient/store_and_forward_fusion/mod.rs	-
e228_updateFusibleOp	228/656	0	597	41	dcc/src/Transform/Sentient/StoreAndForwardFusion.cpp:387	6507-6550	crates/compiler/deeptools/src/transform/sentient/store_and_forward_fusion/mod.rs	-
e229_isIn	229/656	0	600	5	dcc/src/Transform/Sentient/SyncSendRecvFusion.cpp:54	6559-6564	crates/compiler/deeptools/src/transform/sentient/sync_send_recv_fusion/mod.rs	-
e230_FuseSyncSendRecv	230/656	0	602	32	dcc/src/Transform/Sentient/SyncSendRecvFusion.cpp:70	6573-6606	crates/compiler/deeptools/src/transform/sentient/sync_send_recv_fusion/mod.rs	-
e231_getNextEligableNode	231/656	0	603	14	dcc/src/Transform/Sentient/SyncSendRecvFusion.cpp:104	6615-6630	crates/compiler/deeptools/src/transform/sentient/sync_send_recv_fusion/mod.rs	-
e232_reorderToggle	232/656	0	605	31	dcc/src/Transform/Sentient/ToggleReordering.cpp:104	6639-6670	crates/compiler/deeptools/src/transform/sentient/toggle_reordering/toggle_info.rs	-
e233_computeToggleInfoIfIsToggle	233/656	0	606	39	dcc/src/Transform/Sentient/ToggleReordering.cpp:222	6679-6719	crates/compiler/deeptools/src/transform/sentient/toggle_reordering/mod.rs	-
e234_printDependencies	234/656	0	610	9	dcc/src/Transform/Sentient/TransformForExposedPipeline.cpp:75	6728-6737	crates/compiler/deeptools/src/transform/sentient/transform_for_exposed_pipeline/mod.rs	-
e235_cleanUp	235/656	0	611	12	dcc/src/Transform/Sentient/TransformForExposedPipeline.cpp:85	6746-6758	crates/compiler/deeptools/src/transform/sentient/transform_for_exposed_pipeline/mod.rs	-
e236_macOpsFlowDependence	236/656	0	612	28	dcc/src/Transform/Sentient/TransformForExposedPipeline.cpp:100	6767-6797	crates/compiler/deeptools/src/transform/sentient/transform_for_exposed_pipeline/mod.rs	-
e237_insertNOPOperations	237/656	0	617	36	dcc/src/Transform/Sentient/TransformForExposedPipeline.cpp:304	6806-6842	crates/compiler/deeptools/src/transform/sentient/transform_for_exposed_pipeline/mod.rs	-
e238_cleanupConstants	238/656	0	620	10	dcc/src/Transform/Sentient/UniformMapCanonicalization.cpp:105	6851-6861	crates/compiler/deeptools/src/transform/sentient/uniform_map_canonicalization/mod.rs	-
e239_getOperationOfBlock	239/656	0	218	8	dcc/src/Transform/Sentient/Utils.cpp:31	6870-6878	crates/compiler/deeptools/src/transform/sentient/utils/mod.rs	-
e240_selectIndicesForUnits	240/656	0	197	15	dcc/src/Transform/Sentient/Utils.cpp:66	6887-6904	crates/compiler/deeptools/src/transform/sentient/utils/mod.rs	-
e241_moveToCommonDominator	241/656	0	623	71	dcc/src/Transform/Sentient/Utils.cpp:84	6913-6984	crates/compiler/deeptools/src/transform/sentient/utils/mod.rs	-
e242_getForLoopInfoIfIV	242/656	0	122	37	dcc/src/Transform/Sentient/Utils.cpp:156	6993-7031	crates/compiler/deeptools/src/transform/sentient/utils/mod.rs	-
e243_roundDownUnrollFactor	243/656	0	258	32	dcc/src/Transform/Sentient/Utils.cpp:397	7040-7073	crates/compiler/deeptools/src/transform/sentient/utils/mod.rs	-
e244_negatePredicate	244/656	0	446	18	dcc/src/Transform/Sentient/Utils.cpp:431	7082-7100	crates/compiler/deeptools/src/transform/sentient/utils/mod.rs	-
e245_reversePredicate	245/656	0	309	18	dcc/src/Transform/Sentient/Utils.cpp:450	7109-7127	crates/compiler/deeptools/src/transform/sentient/utils/mod.rs	-
e246_getOutermostConstInitialization	246/656	0	624	55	dcc/src/Transform/Sentient/Utils.cpp:469	7136-7192	crates/compiler/deeptools/src/transform/sentient/utils/mod.rs	-
e247_memoryOpRequiresImmutAddrScalarCopy	247/656	0	427	64	dcc/src/Transform/Sentient/Utils.cpp:526	7201-7267	crates/compiler/deeptools/src/transform/sentient/utils/mod.rs	-
e248_getFoldModeAttributeIfExists	248/656	0	329	6	dcc/src/Transform/Sentient/Utils.cpp:593	7276-7282	crates/compiler/deeptools/src/transform/sentient/utils/mod.rs	-
e249_normalizeNullValues	249/656	0	372	14	dcc/src/Transform/Sentient/Utils.cpp:600	7291-7305	crates/compiler/deeptools/src/transform/sentient/utils/units_and_their_values.rs	-
e250_hasUniformizeRegion	250/656	0	626	12	dcc/src/Transform/Sentient/Utils.cpp:622	7314-7326	crates/compiler/deeptools/src/transform/sentient/utils/mod.rs	-
e251_add	251/656	0	367	4	dcc/src/Transform/Sentient/Utils.hpp:165	7335-7339	crates/compiler/deeptools/src/transform/sentient/utils/mod.rs	-
e252_size	252/656	0	0	4	dcc/src/Transform/Sentient/Utils.hpp:171	7348-7352	crates/compiler/deeptools/src/transform/sentient/utils/mod.rs	-
e253_areAllValuesEqual	253/656	0	375	6	dcc/src/Transform/Sentient/Utils.hpp:180	7361-7367	crates/compiler/deeptools/src/transform/sentient/utils/mod.rs	-
e254_runOn	254/656	0	627	6	dcc/src/Transform/Sentient/VectorRegisterInitialization.cpp:59	7376-7382	crates/compiler/deeptools/src/transform/sentient/vector_register_initialization/mod.rs	-
e255_isCandidate	255/656	0	630	32	dcc/src/Transform/Sentient/VectorRegisterInitialization.cpp:125	7391-7424	crates/compiler/deeptools/src/transform/sentient/vector_register_initialization/mod.rs	-
e256_markForRegisterInit	256/656	0	629	6	dcc/src/Transform/Sentient/VectorRegisterInitialization.cpp:159	7433-7439	crates/compiler/deeptools/src/transform/sentient/vector_register_initialization/mod.rs	-
e257_getBaseAddr	257/656	1	28	4	dcc/src/Transform/Sentient/AddressPinningAndToggle.cpp:657	7448-7452	crates/compiler/deeptools/src/transform/sentient/address_pinning_and_toggle/mod.rs	e252_size
e258_isToggle	258/656	1	1	4	dcc/src/Transform/Sentient/AddressPinningAndToggle.cpp:677	7461-7465	crates/compiler/deeptools/src/transform/sentient/address_pinning_and_toggle/mod.rs	e278_isValid
e259_isConditionalConstant	259/656	1	1	4	dcc/src/Transform/Sentient/AddressPinningAndToggle.cpp:681	7474-7478	crates/compiler/deeptools/src/transform/sentient/address_pinning_and_toggle/mod.rs	e278_isValid
e260_isIntegerSequence	260/656	1	1	4	dcc/src/Transform/Sentient/AddressPinningAndToggle.cpp:685	7487-7491	crates/compiler/deeptools/src/transform/sentient/address_pinning_and_toggle/mod.rs	e278_isValid
e261_isDiscreteIntegerSet	261/656	1	1	4	dcc/src/Transform/Sentient/AddressPinningAndToggle.cpp:689	7500-7504	crates/compiler/deeptools/src/transform/sentient/address_pinning_and_toggle/mod.rs	e278_isValid
e262_isLoopingChainMutableAddr	262/656	1	1	4	dcc/src/Transform/Sentient/AddressPinningAndToggle.cpp:693	7513-7517	crates/compiler/deeptools/src/transform/sentient/address_pinning_and_toggle/mod.rs	e278_isValid
e263_getToggleDescriptor	263/656	1	1	4	dcc/src/Transform/Sentient/AddressPinningAndToggle.cpp:706	7526-7530	crates/compiler/deeptools/src/transform/sentient/address_pinning_and_toggle/mod.rs	e258_isToggle
e264_getToggleDescriptor	264/656	1	1	4	dcc/src/Transform/Sentient/AddressPinningAndToggle.cpp:710	7539-7543	crates/compiler/deeptools/src/transform/sentient/address_pinning_and_toggle/mod.rs	e258_isToggle
e265_getConditionalConstantDescriptor	265/656	1	1	4	dcc/src/Transform/Sentient/AddressPinningAndToggle.cpp:714	7552-7556	crates/compiler/deeptools/src/transform/sentient/address_pinning_and_toggle/mod.rs	e259_isConditionalConstant
e266_getConditionalConstantDescriptor	266/656	1	1	4	dcc/src/Transform/Sentient/AddressPinningAndToggle.cpp:718	7565-7570	crates/compiler/deeptools/src/transform/sentient/address_pinning_and_toggle/mod.rs	e259_isConditionalConstant
e267_getIntegerSequenceDescriptor	267/656	1	1	4	dcc/src/Transform/Sentient/AddressPinningAndToggle.cpp:723	7579-7583	crates/compiler/deeptools/src/transform/sentient/address_pinning_and_toggle/mod.rs	e260_isIntegerSequence
e268_getIntegerSequenceDescriptor	268/656	1	1	4	dcc/src/Transform/Sentient/AddressPinningAndToggle.cpp:727	7592-7596	crates/compiler/deeptools/src/transform/sentient/address_pinning_and_toggle/mod.rs	e260_isIntegerSequence
e269_getDiscreteIntegerSetDescriptor	269/656	1	1	4	dcc/src/Transform/Sentient/AddressPinningAndToggle.cpp:731	7605-7609	crates/compiler/deeptools/src/transform/sentient/address_pinning_and_toggle/mod.rs	e261_isDiscreteIntegerSet
e270_getDiscreteIntegerSetDescriptor	270/656	1	1	4	dcc/src/Transform/Sentient/AddressPinningAndToggle.cpp:735	7618-7622	crates/compiler/deeptools/src/transform/sentient/address_pinning_and_toggle/mod.rs	e261_isDiscreteIntegerSet
e271_getLoopingChainMutableAddrDescriptor	271/656	1	1	4	dcc/src/Transform/Sentient/AddressPinningAndToggle.cpp:739	7631-7635	crates/compiler/deeptools/src/transform/sentient/address_pinning_and_toggle/mod.rs	e262_isLoopingChainMutableAddr
e272_getLoopingChainMutableAddrDescriptor	272/656	1	1	4	dcc/src/Transform/Sentient/AddressPinningAndToggle.cpp:743	7644-7649	crates/compiler/deeptools/src/transform/sentient/address_pinning_and_toggle/mod.rs	e262_isLoopingChainMutableAddr
