unit	entry	level	loc	authority (under /Users/nickm/git/deeptools-src)	extract_lines (crustify-bridge2/source/bridge2.cpp)	rust_home	calls
e001_matchAndRewrite	001/384	0	8	dcc/src/Conversion/AffineToStandard/AffineToStandard.cpp:41	24-33	src/bridges/dataflow_ir_to_sentient/std_affine_to_standard.rs	-
e002_setCoalescedBoundValues	002/384	0	5	dcc/src/Conversion/AgenToSentient/AccessDetails.cpp:672	35-41	src/bridges/dataflow_ir_to_sentient/agen_access_details.rs	-
e003_setIndices	003/384	0	2	dcc/src/Conversion/AgenToSentient/AccessDetails.hpp:77	43-46	src/bridges/dataflow_ir_to_sentient/agen_access_details.rs	-
e004_setMemViewStartAddr	004/384	0	2	dcc/src/Conversion/AgenToSentient/AccessDetails.hpp:81	48-51	src/bridges/dataflow_ir_to_sentient/agen_access_details.rs	-
e005_setMemoryIndex	005/384	0	2	dcc/src/Conversion/AgenToSentient/AccessDetails.hpp:93	53-56	src/bridges/dataflow_ir_to_sentient/agen_access_details.rs	-
e006_setLayoutCoeffs	006/384	0	2	dcc/src/Conversion/AgenToSentient/AccessDetails.hpp:96	58-61	src/bridges/dataflow_ir_to_sentient/agen_access_details.rs	-
e007_setMemViewLayoutMap	007/384	0	2	dcc/src/Conversion/AgenToSentient/AccessDetails.hpp:99	63-66	src/bridges/dataflow_ir_to_sentient/agen_access_details.rs	-
e008_setShuffleMode	008/384	0	2	dcc/src/Conversion/AgenToSentient/AccessDetails.hpp:104	68-71	src/bridges/dataflow_ir_to_sentient/agen_access_details.rs	-
e009_setRotationPosition	009/384	0	2	dcc/src/Conversion/AgenToSentient/AccessDetails.hpp:107	73-76	src/bridges/dataflow_ir_to_sentient/agen_access_details.rs	-
e010_setExpectedTotalElements	010/384	0	2	dcc/src/Conversion/AgenToSentient/AccessDetails.hpp:110	78-81	src/bridges/dataflow_ir_to_sentient/agen_access_details.rs	-
e011_setExtents	011/384	0	2	dcc/src/Conversion/AgenToSentient/AccessDetails.hpp:113	83-86	src/bridges/dataflow_ir_to_sentient/agen_access_details.rs	-
e012_setTotalElements	012/384	0	2	dcc/src/Conversion/AgenToSentient/AccessDetails.hpp:116	88-91	src/bridges/dataflow_ir_to_sentient/agen_access_details.rs	-
e013_setElementWidth	013/384	0	2	dcc/src/Conversion/AgenToSentient/AccessDetails.hpp:119	93-96	src/bridges/dataflow_ir_to_sentient/agen_access_details.rs	-
e014_setTransferSet	014/384	0	2	dcc/src/Conversion/AgenToSentient/AccessDetails.hpp:122	98-101	src/bridges/dataflow_ir_to_sentient/agen_access_details.rs	-
e015_setTransferOrder	015/384	0	2	dcc/src/Conversion/AgenToSentient/AccessDetails.hpp:125	103-106	src/bridges/dataflow_ir_to_sentient/agen_access_details.rs	-
e016_AccessDetailsBase	016/384	0	0	dcc/src/Conversion/AgenToSentient/AccessDetails.hpp:218	108-108	src/bridges/dataflow_ir_to_sentient/agen_access_details.rs	-
e017_setSubscriptsMap	017/384	0	2	dcc/src/Conversion/AgenToSentient/AccessDetails.hpp:228	110-113	src/bridges/dataflow_ir_to_sentient/agen_access_details.rs	-
e018_setIndicesCoeffDict	018/384	0	2	dcc/src/Conversion/AgenToSentient/AccessDetails.hpp:231	115-118	src/bridges/dataflow_ir_to_sentient/agen_access_details.rs	-
e019_AccessDetailsAffine	019/384	0	0	dcc/src/Conversion/AgenToSentient/AccessDetails.hpp:259	120-120	src/bridges/dataflow_ir_to_sentient/agen_access_details.rs	-
e020_setTimeAddrMap	020/384	0	2	dcc/src/Conversion/AgenToSentient/AccessDetails.hpp:286	122-125	src/bridges/dataflow_ir_to_sentient/agen_access_details.rs	-
e021_setTimeSymbols	021/384	0	2	dcc/src/Conversion/AgenToSentient/AccessDetails.hpp:289	127-130	src/bridges/dataflow_ir_to_sentient/agen_access_details.rs	-
e022_setTimeBounds	022/384	0	2	dcc/src/Conversion/AgenToSentient/AccessDetails.hpp:292	132-135	src/bridges/dataflow_ir_to_sentient/agen_access_details.rs	-
e023_setTimeOffsets	023/384	0	2	dcc/src/Conversion/AgenToSentient/AccessDetails.hpp:295	137-140	src/bridges/dataflow_ir_to_sentient/agen_access_details.rs	-
e024_setInterleaveGroupIndex	024/384	0	2	dcc/src/Conversion/AgenToSentient/AccessDetails.hpp:299	142-145	src/bridges/dataflow_ir_to_sentient/agen_access_details.rs	-
e025_setStrides	025/384	0	2	dcc/src/Conversion/AgenToSentient/AccessDetails.hpp:355	147-150	src/bridges/dataflow_ir_to_sentient/agen_access_details.rs	-
e026_has	026/384	0	2	dcc/src/Conversion/AgenToSentient/AccessDetails.hpp:397	152-155	src/bridges/dataflow_ir_to_sentient/agen_access_details.rs	-
e027_constructLoadAndSendStmt	027/384	0	4	dcc/src/Conversion/AgenToSentient/AgenToSentient.hpp:230	157-162	src/bridges/dataflow_ir_to_sentient/agen_agen_to_sentient.rs	-
e028_constructReceiveAndStoreStmt	028/384	0	4	dcc/src/Conversion/AgenToSentient/AgenToSentient.hpp:248	164-169	src/bridges/dataflow_ir_to_sentient/agen_agen_to_sentient.rs	-
e029_insertCopyAndAddStmtsHelper	029/384	0	17	dcc/src/Conversion/AgenToSentient/AgenToSentient.hpp:502	171-189	src/bridges/dataflow_ir_to_sentient/agen_agen_to_sentient.rs	-
e030_getLoopNestLevel	030/384	0	6	dcc/src/Conversion/AgenToSentient/Helper.cpp:43	191-198	src/bridges/dataflow_ir_to_sentient/agen_helper.rs	-
e031_checkIndirectMemViewForExtractOp	031/384	0	42	dcc/src/Conversion/AgenToSentient/Helper.cpp:388	200-243	src/bridges/dataflow_ir_to_sentient/agen_helper.rs	-
e032_findExtractScalarOp	032/384	0	20	dcc/src/Conversion/AgenToSentient/Helper.cpp:514	245-266	src/bridges/dataflow_ir_to_sentient/agen_helper.rs	-
e033_getLoadConsumer	033/384	0	36	dcc/src/Conversion/AgenToSentient/Helper.cpp:1242	268-305	src/bridges/dataflow_ir_to_sentient/agen_helper.rs	-
e034_setldtype	034/384	0	60	dcc/src/Conversion/AgenToSentient/Helper.cpp:1647	307-368	src/bridges/dataflow_ir_to_sentient/agen_helper.rs	-
e035_generateSetSendDestinationStmts	035/384	0	49	dcc/src/Conversion/AgenToSentient/Helper.cpp:2731	370-420	src/bridges/dataflow_ir_to_sentient/agen_helper.rs	-
e036_getStoreOpFromLoadStorePattern	036/384	0	8	dcc/src/Conversion/AgenToSentient/Helper.cpp:2872	422-431	src/bridges/dataflow_ir_to_sentient/agen_helper.rs	-
e037_findCandidateForLowering	037/384	0	12	dcc/src/Conversion/AgenToSentient/Helper.cpp:2884	433-446	src/bridges/dataflow_ir_to_sentient/agen_helper.rs	-
e038_addLoadChainToDeleteList	038/384	0	9	dcc/src/Conversion/AgenToSentient/Helper.cpp:2975	448-458	src/bridges/dataflow_ir_to_sentient/agen_helper.rs	-
e039_isSenComponentL0LU	039/384	0	2	dcc/src/Conversion/DataflowToSentient/DataflowToSentient.cpp:96	460-463	src/bridges/dataflow_ir_to_sentient/dfs_dataflow_to_sentient.rs	-
e040_isSenComponentL0SU	040/384	0	2	dcc/src/Conversion/DataflowToSentient/DataflowToSentient.cpp:100	465-468	src/bridges/dataflow_ir_to_sentient/dfs_dataflow_to_sentient.rs	-
e041_ExtendUnitNameToCorelet	041/384	0	11	dcc/src/Conversion/DataflowToSentient/DataflowToSentient.cpp:104	470-482	src/bridges/dataflow_ir_to_sentient/dfs_dataflow_to_sentient.rs	-
e042_isSameListOfUnits	042/384	0	10	dcc/src/Conversion/DataflowToSentient/DataflowToSentient.cpp:175	484-495	src/bridges/dataflow_ir_to_sentient/dfs_dataflow_to_sentient.rs	-
e043_isTargetL3	043/384	0	6	dcc/src/Conversion/DataflowToSentient/DataflowToSentient.cpp:1720	497-504	src/bridges/dataflow_ir_to_sentient/dfs_dataflow_to_sentient.rs	-
e044_lowerOpaqueOperation	044/384	0	27	dcc/src/Conversion/DataflowToSentient/DataflowToSentient.cpp:1984	506-534	src/bridges/dataflow_ir_to_sentient/dfs_dataflow_to_sentient.rs	-
e045_getSentientCmpIPredicate	045/384	0	16	dcc/src/Conversion/SCFToSentient/SCFToSentient.cpp:33	536-553	src/bridges/dataflow_ir_to_sentient/std_scf_to_sentient.rs	-
e046_ConversionPattern	046/384	0	0	dcc/src/Conversion/SCFToSentient/SCFToSentient.cpp:70	555-555	src/bridges/dataflow_ir_to_sentient/std_scf_to_sentient.rs	-
e047_runOnOperation	047/384	0	30	dcc/src/Conversion/SCFToSentient/SCFToSentient.cpp:251	557-588	src/bridges/dataflow_ir_to_sentient/std_scf_to_sentient.rs	-
e048_getSentientCmpIPredicate	048/384	0	18	dcc/src/Conversion/StandardToSentient/StandardToSentient.cpp:36	590-609	src/bridges/dataflow_ir_to_sentient/std_standard_to_sentient.rs	-
e049_LowerAddIOpToSentient	049/384	0	9	dcc/src/Conversion/StandardToSentient/StandardToSentient.cpp:79	611-621	src/bridges/dataflow_ir_to_sentient/std_standard_to_sentient.rs	-
e050_LowerSubIOpToSentient	050/384	0	10	dcc/src/Conversion/StandardToSentient/StandardToSentient.cpp:90	623-634	src/bridges/dataflow_ir_to_sentient/std_standard_to_sentient.rs	-
e051_LowerMulIOpToSentient	051/384	0	9	dcc/src/Conversion/StandardToSentient/StandardToSentient.cpp:102	636-646	src/bridges/dataflow_ir_to_sentient/std_standard_to_sentient.rs	-
e052_If	052/384	0	0	dcc/src/Conversion/StandardToSentient/StandardToSentient.cpp:159	648-648	src/bridges/dataflow_ir_to_sentient/std_standard_to_sentient.rs	-
e053_LowerConstantIndexToSentient	053/384	0	8	dcc/src/Conversion/StandardToSentient/StandardToSentient.cpp:347	650-659	src/bridges/dataflow_ir_to_sentient/std_standard_to_sentient.rs	-
e054_LowerConstantIntToSentient	054/384	0	15	dcc/src/Conversion/StandardToSentient/StandardToSentient.cpp:358	661-677	src/bridges/dataflow_ir_to_sentient/std_standard_to_sentient.rs	-
e055_getId	055/384	0	6	dcc/src/Conversion/VectorChainLowering/CommonHelpers/OperandReuse.cpp:65	679-686	src/bridges/dataflow_ir_to_sentient/vc_operand_reuse.rs	-
e056_getAbsorbtionFlag	056/384	0	6	dcc/src/Conversion/VectorChainLowering/CommonHelpers/OperandReuse.cpp:73	688-695	src/bridges/dataflow_ir_to_sentient/vc_operand_reuse.rs	-
e057_setReuseFlag	057/384	0	2	dcc/src/Conversion/VectorChainLowering/CommonHelpers/OperandReuse.cpp:91	697-700	src/bridges/dataflow_ir_to_sentient/vc_operand_reuse.rs	-
e058_dominates	058/384	0	2	dcc/src/Conversion/VectorChainLowering/CommonHelpers/OperandReuse.hpp:38	702-705	src/bridges/dataflow_ir_to_sentient/vc_operand_reuse.rs	-
e059_isSentientBinaryLogicalOp	059/384	0	4	dcc/src/Conversion/VectorChainLowering/CommonHelpers/VectorChainHelper.cpp:30	707-712	src/bridges/dataflow_ir_to_sentient/vc_vector_chain_helper.rs	-
e060_getInputPrecisionFromOperand	060/384	0	6	dcc/src/Conversion/VectorChainLowering/CommonHelpers/VectorChainHelper.cpp:36	714-721	src/bridges/dataflow_ir_to_sentient/vc_vector_chain_helper.rs	-
